20PC3145,PUSHMINA KORA 28X72 145GMS,33,1,0
20PCP0213,PUSHMINA KORA 28 X 72, 135GMS -P02,1,1,0
20PP01CM,PUSHMINA CHINA MULTI - P01,1,1,0
20PP02C3,PUSHMINA CHEEKU 3D 135GMS -P03,1,1,0
20PP043N,PUSHMINA 3D GD NG - P04,1,1,0
20PP05BN,PUSHMINA BLACK SPRAY NG - P05,1,1,0
20PP06C3,PUSHMINA CHEEKU 3D 36*80 - P06,1,1,0
20PPRINT,PUSHMINA PRINT,1,1,0
20PTD001,PUSHMINA TIE DYE,1,1,0
20PU01TD,PUSHMINA TIE DYE GD NG - PU01,1,1,0
20PWBPRT,PUSHMINA WHITE BLACK PRINT,1,1,0
20PWPCOL,PUSHMINA WHITE PRINT COLOR,1,1,0
20S41CVM,SATHAN COLOR VELVET MOTI,1,1,0
20SB36NG,36*80 SATHAN BOOTA NG,1,1,0
20STBNG1,SATHAN TIGER BRUSH,1,1,0
20STHF01,SATHAN HALF TIGER,1,1,0
30CDM3SD,COTTON DUPATTA MOTI 4SIDE,1,1,0
30J001MB,JACQUARD MULTI BURSH - J001,1,1,0
30J001WA,JACQUARD WHITE ALPHABATE - J001,1,1,0
30J003DO,JACQUARD DOCOMO MULTI - J003,1,1,0
30J003TD,JACQUARD TIE DYE - J003,1,1,0
30J004HG,JACQUARD HALF GD - J004,1,1,0
30J016MC,JACQUARD MULTI,1,1,0
30J01BSN,JACQUARD BLACK SPRAY GD NG - J01,1,1,0
30J020ZB,JACQUARD ZARI BORDER - J02,1,1,0
30J02DBW,J. DOCOMO B/W -J02,1,1,0
30J050C0,JACQUARD COLOR -050,55,1,0
30J051W0,JACQUARD WHITE -051,55,1,0
30J052B0,JACQUARD BLACK -052,40,1,0
30J053O0,JACQUARD OMBRE -053,55,1,0
30J054HH,JACQUARD HALF-HALF -054,55,1,0
30J055T0,JACQUARD TIGER -055,55,1,0
30J056MP,JACQUARD MULTI PRL -056,55,1,0
30J057BV,JACQUARD B. VEL. NG -057,55,1,0
30J058CV,JACQUARD COLOR. VEL. NG -058,55,1,0
30J059WV,JACQUARD WHITE. VEL. NG -059,55,1,0
30J05DVN,JACQUARD DOBBY VEL. NG,1,1,0
30J05GRB,JACQUARD GUTTA, RED & BLACK,1,1,0
30J060OV,JACQUARD OMBRE. VEL. NG -060,55,1,0
30J061D0,JACQUARD DISCHARGE -061,55,1,0
30J062O0,JACQUARD OTHERS -062,55,1,0
30J063BP,JACQUARD BLACK PATTA GD NG - 063,55,1,0
30J064GN,JACQUARD GD NG - 064,55,1,0
30J065K0,JACQUARD KORA 28 X 72 - 0065,1,1,0
30J066JB,JACQUARD BOOTA,1,1,0
30J06MGN,JACQUARD MIXED GD NG,1,1,0
30J07B24,JACQUARD BLACK 240G,1,1,0
30J07C24,JACQUARD COLOR 240G,1,1,0
30J07W24,JACQUARD WHITE 240G,1,1,0
30J13JDG,JACQUARD COLOR DOBBY GUMER,1,1,0
30J14JDG,JACQUARD WHITE DOBBY GUMER,1,1,0
30J16CDV,JACQUARD COLOR DOBBY VELVET,1,1,0
30J21EDB,JACQUARD EMBROIDERY BRUSH,1,1,0
30J22BBN,JACQUARD BLACK BRUSH NG,1,1,0
30J22WBN,JACQUARD WHITE BRUSH NG,1,1,0
30J9GOLA,JACQUARD GOLA,1,1,0
30JD1BWM,JACQUARD DOBBY B/W MIXED,1,1,0
30JSIDER,JACUQARD SIDE RING,1,1,0
30JSP368,JACQUARD SELF - PRINT ,1,1,0
40GULCMK,RAYON GULLA CHAMKI,1,1,0
40HZARGL,HL ZARI GOLA,1,1,0
40JSB001,JACQUARD SPRAY BADAL,1,1,0
40JST001,JACQUARD SPRAY TREE,0,1,0
40MLT110,RYAN MULTI 110G,1,1,0
40PBC155,PUSHMINA BADAL COLOR,1,1,0
40PBDIS1,PUSHMINA BLACK DIS,1,1,0
40PPC155,PUSHMINA PLAIN COLOR 155G+,1,1,0
40PSBOT1,PUSHMINA SPRAY BOOTI,1,1,0
40R001RD,RYAN GOGO DISCHARGE - R001,1,1,0
40R002TD,RYAN 36 X 80, TIE DIE - R002,1,1,0
40R003BP,RYAN SPRAY BOONDI PRINT - R003,1,1,0
40R004BR,RYAN 36 X 80, BRUSH - R003,1,1,0
40R005AH,RYAN ALPHABATE HALF - R005,1,1,0
40R005BN,RYAN BOOTA 150G, NG - R005,1,1,0
40R01K38,RYAN KORA 36X80 - R01,1,1,0
40R02GRB,RYAN RED & BLACK GUTTA - R002,1,1,0
40R070T0,RYAN TIGER - 070,45,1,0
40R071MP,RYAN MULTI PRL BRUSH - 071,45,1,0
40R072P0,RYAN PRINT - 072,0,1,0
40R073MS,RYAN MULTI SPRAY - 073,45,1,0
40R074MB,RYAN MULTI GD. BRUSH - 074,45,1,0
40R07538,RYAN DISCHARGE 36X80 - 075,25,1,0
40R076OB,RYAN OMBREY SPRAY - 076,25,1,0
40R077OS,RYAN OMBREY BURSH - 077,25,1,0
40R100GF,RAYON PRINT FUDNA,1,1,0
40R100GN,RAYON 100G GOLD NG,1,1,0
40R120MM,RAYON 130GRAM MULTI MIX,1,1,0
40R145CK,RYAN 145G CHEEKU,1,1,0
40R145MP,RAYON 145 MARBLE PRINT ,1,1,0
40R1TD27,RYAN TIE DYE 28*72 - R001,1,1,0
40R287GN,RAYON 28 X 72 GOLD NAG,1,1,0
40R3678B,RAYON 36X80 BLACK,1,1,0
40R3678Z,RAYON 36X78 ZDP PLAIN COLOR,1,1,0
40R3680B,RAYON 36X80 BADAL,1,1,0
40R3680M,RAYON 36X80 SPRAY/DISCHARGE MIXED,1,1,0
40R368BN,RAYON 36X80 BLACK MACHINE NAG,1,1,0
40R368BT,RAYON 36X80 BANDHEJ 135G,1,1,0
40R368PC,RAYON 36X80 PALIN COLOR 135G,1,1,0
40R4480C,RAYON 44 X 80 PRINT COLOR,1,1,0
40R4480P,RAYON 44X80 BLACK PRINT,1,1,0
40R90G47,RAYON BADAL 90G MULTI MIXED,1,1,0
40R90GBD,RYAON 90G MULTI BANDHEJ,1,1,0
40RB2872,RAYON BANDHEJ 28X72,1,1,0
40RB42JZ,RAYON PLAIN MULTI COLOR BLACK PALLU,1,1,0
40RBDLML,RAYON BADAL MULTI COLOR,1,1,0
40RBG368,RYAON BLACK GOLD NAG 36X80,1,1,0
40RBGN36,RYAN 36 X 80 BRUSH GOLD NG,1,1,0
40RBNMLT,RAYON BANDHEJ MULTI 145G 28*72,1,1,0
40RBP145,RAYON BLACK 145G,1,1,0
40RBSGNG,RYAN BLACK SPRAY GD NAG,1,1,0
40RBWFBD,RAYON BLACK WHITE PRINT,1,1,0
40RD0001,RAYON DENIM 145G,1,1,0
40RDG95L,RYAON DIGITAL PRINT LACE,1,1,0
40RDG95W,RYAON DIGITAL PRINT,1,1,0
40RDISCH,RYAN DISCHARGE,1,1,0
40RDISNG1,RYAN DISCHARGE NAG,1,1,0
40RDP145,RAYON DENIM PLAIN COLOR,1,1,0
40RDS448,RYAN 44 X 80 DISCARGE,1,1,0
40RF4SID,RAYON 28X72 COLOR PLAIN FUDNA 4 SIDE,1,1,0
40RF57JZ,RAYON FUDNA ALL OVER,1,1,0
40RFB287,RAYON 28X72 BLACK FUDNA 4SIDE,1,1,0
40RGN100,RAYON GOLD NAG,1,1,0
40RHCLAD,RAYON H/L LADDU CHAMKI,1,1,0
40RJHFWR,RAYON JHANDA,1,1,0
40RK3872,RYAN KORA 28 x 72,1,1,0
40RKN100,RAYON BLACK KANNI NAG PATCH,1,1,0
40RLG155,RAYON GOLD LADDU 155G,1,1,0
40RMBWHT,RAYON MULTI BOOTI WHITE,1,1,0
40RPC001,RAYON PLAIN COLOR,1,1,0
40RS57JZ,RAYON STAR PALLU,1,1,0
40RTD145,RAYON STOLES,1,1,0
40RUMACT,COTTON HANDKERCHIEF RED BANDHEJ,1,1,0
40RWBN01,RAYON WHITE BRUSH NG 28X72,1,1,0
40RWBNG5,RYAN WHITE BRUSH NAG,1,1,0
40RWH105,RAYON WHITE PLAIN,1,1,0
40RWP145,RAYON WHITE 145G,1,1,0
40RZ28CP,RAYON ZARI 28X72 COLOR,1,1,0
40RZ36CP,RAYON 36X80 ZARI PATTA,1,1,0
40RZPRNT,RAYON 36 X 80 ZARI PATTI DOUBLE PRINT,1,1,0
40ZRIGUL,HANDLOOM ZARI GULLA,1,1,0
50CDUPAT,COTTON DUPATTA 2M,1,1,0
50CPMSIZ,C PRINT MIXED,1,1,0
50CPT160,C PRINT 1.60MTR,1,1,0
50CPT180,C PRINT 1.80MTR,1,1,0
50DSMOSA,DUPATTA SAMOSA,1,1,0
50DT5765,DOBBY TIKKAL BLACK/MULTI COLOR,1,1,0
50P075T0,36 X 80, TIGER -075,45,1,0
50P076BM,36 X 80, BRUSH MULTI -076,45,1,0
50P077BG,36 X 80, MULTI GD BRUSH -077,45,1,0
50P078MS,36 X 80, MULTI SPRAY -078,45,1,0
50P078RB,36 X 80, RED AND BLACK,1,1,0
50PD015B,36 X 80 BLACK - D015,1,1,0
50PD015W,36 X 80 WHITE - D016,1,1,0
50PD138P,36 X 80, PALLU BRUSH NG - D013,1,1,0
50PD14HG,36 X 80, HALF GOLA - D014,1,1,0
50TF3680,PUSHMINA 36 x 80 TIGER FLOWER,1,1,0
50TG3680,PUSHMINA 36 x 80 TIGER GD NG,1,1,0
60L001MT,LYCRA MOTI - L001,1,1,0
60L079SM,LYCRA SMALL -079,45,1,0
60L080BG,LYCRA BIG -080,45,1,0
60L081OT,LYCRA OTHERS -081,45,1,0
70PV082O,PV OTHERS -082,1,1,0
70PV09PC,PV PRINT COLOR,1,1,0
70PV10CG,PV CHECK GOLD,1,1,0
70PV11CB,PV CHECK BLACK PRINT,1,1,0
70PV12BC,PV BADA CHECK B. PRINT,1,1,0
70PV13BG,PV BLACK GOLD PRINT,1,1,0
70PV14WB,PV WHITE BUTTERFLY,1,1,0
70PV15WB,PV WHITE BRUSH,1,1,0
70PV16BG,PV BLACK COLOR GOLD,1,1,0
70PV16ZG,PV BLACK ZIGZAG GOLD,1,1,0
70PV17WD,PV WHITE DILL,1,1,0
70PV18MM,PV MULTI,1,1,0
71D0010D,DOBBY DHADKAN - D001,1,1,0
71D016BM,DOBBY BORDER MATRA,1,1,0
71D083OT,DOBBY OTHER -083,45,1,0
71D104OC,DOBBY CHALLA 28X72 - 104,40,1,0
71D105OC,DOBBY CHECK 28X72 - 105 ,50,1,0
71D105ZP,DOBBY ZARI PATTA - D015,1,1,0
71D106OP,DOBBY PATTA 28X72 - 106,50,1,0
80AOZARI,ZARI ALL OVER,1,1,0
80C01PCM,CPC COLOR PER METER,1,1,0
80C01PWM,CPC WHITE PER METER,1,1,0
80C084CH,CH. 1.60 MTR -084,25,1,0
80C085CH,C LACE PRINT 1.70 MTR -085,25,1,0
80C086CH,CH. 2.00 MTR -086,25,1,0
80C087CH,CH. 2.25 MTR -087,25,1,0
80C088PC,C PLAIN COLOR 1.60 MTR -088,25,1,0
80C089PW,C PLAIN WHITE 1.70 MTR -089,25,1,0
80C090PC,C PLAIN COLOR 1.70 MTR -090,25,1,0
